#EV 135
6 22 9.9510e-01 4 -1 0 0 0
#EV 322
6 22 1.1647e+00 6 -1 0 0 0
#EV 429
6 22 3.1976e-01 1 -1 0 0 0
#EV 524
72 22 3.5267e-01 4 -1 0 0 0
#EV 594
22 22 2.0944e-01 4 -1 0 0 0
#EV 679
18 22 2.3263e-01 4 -1 0 0 0
#EV 840
52 22 3.4601e-01 4 -1 0 0 0
#EV 1021
6 22 2.3291e-01 7 -1 0 0 0
#EV 1075
6 22 0.0000e+00 2 -1 0 0 0
#EV 1213
22 22 2.2823e-01 4 -1 0 0 0
#EV 1353
6 22 6.2166e-01 4 -1 0 0 0
#EV 1381
119 22 4.1094e-01 4 -1 0 0 0
#EV 1444
6 22 9.4118e-01 7 -1 0 0 0
#EV 1864
107 22 1.8816e-01 4 -1 0 0 0
#EV 1931
6 22 7.9544e-01 3 -1 0 0 0
#EV 1964
6 22 4.0493e-01 6 -1 0 0 0
#EV 2200
6 22 1.0207e+00 6 -1 0 0 0
#EV 2427
6 22 8.3408e-01 7 -1 0 0 0
#EV 2458
6 22 6.4233e-01 1 -1 0 0 0
#EV 2612
58 22 4.3290e-01 4 -1 0 0 0
#EV 2651
20 22 3.3547e-01 4 -1 0 0 0
#EV 2788
32 22 2.9639e-01 5 -1 0 0 0
#EV 2931
6 22 7.5124e-01 4 -1 0 0 0
#EV 2954
21 22 4.3085e-01 4 -1 0 0 0
#EV 3032
6 22 2.1382e-01 6 -1 0 0 0
#EV 3059
6 22 2.8697e-01 2 -1 0 0 0
#EV 3095
6 22 2.6795e-01 2 -1 0 0 0
6 22 0.0000e+00 1 -1 0 0 0
#EV 3104
6 22 7.6323e-01 1 -1 0 0 0
#EV 3177
6 22 8.1159e-01 7 -1 0 0 0
#EV 3329
20 22 0.0000e+00 4 -1 0 0 0
#EV 3411
6 22 3.3486e-01 1 -1 0 0 0
#EV 3624
6 22 5.3423e-01 1 -1 0 0 0
6 22 0.0000e+00 2 -1 0 0 0
#EV 3732
68 22 0.0000e+00 5 -1 0 0 0
#EV 3787
28 22 0.0000e+00 3 -1 0 0 0
#EV 3800
20 22 2.2192e-01 4 -1 0 0 0
#EV 3849
6 22 3.5507e-01 1 -1 0 0 0
#EV 3954
6 22 3.9415e-01 7 -1 0 0 0
#EV 3983
94 22 3.3864e-01 4 -1 0 0 0
#EV 4254
21 22 0.0000e+00 3 -1 0 0 0
#EV 4440
6 22 5.5232e-01 1 -1 0 0 0
#EV 4617
6 22 2.7623e-01 6 -1 0 0 0
6 22 0.0000e+00 7 -1 0 0 0
#EV 4695
17 22 2.8268e-01 4 -1 0 0 0
#EV 4708
6 22 0.0000e+00 1 -1 0 0 0
#EV 4766
7 22 6.8570e-01 1 -1 0 0 0
#EV 4779
16 22 4.3952e-01 4 -1 0 0 0
#EV 4784
6 22 2.8233e-01 1 -1 0 0 0
#EV 4899
6 22 5.8953e-01 4 -1 0 0 0
#EV 5056
20 22 4.0557e-01 4 -1 0 0 0
#EV 5174
115 22 3.9939e-01 4 -1 0 0 0
#EV 5185
6 22 6.3387e-01 6 -1 0 0 0
#EV 5201
6 22 6.3424e-01 4 -1 0 0 0
#EV 5341
6 22 6.0552e-01 6 -1 0 0 0
#EV 5458
7 22 1.1239e+00 1 -1 0 0 0
#EV 5585
6 22 3.3761e-01 7 -1 0 0 0
#EV 5754
6 22 7.8768e-01 5 -1 0 0 0
#EV 5871
7 22 3.5303e-01 5 -1 0 0 0
#EV 5900
18 22 1.8628e-01 4 -1 0 0 0
#EV 5905
6 22 4.9463e-01 3 -1 0 0 0
#EV 5954
7 22 4.7927e-01 1 -1 0 0 0
#EV 5999
16 22 1.8605e-01 4 -1 0 0 0
#EV 6127
6 22 8.4604e-01 4 -1 0 0 0
#EV 6297
6 22 2.4102e-01 7 -1 0 0 0
#EV 6321
6 22 4.2924e-01 4 -1 0 0 0
#EV 6542
6 22 2.3227e-01 2 -1 0 0 0
#EV 6636
6 22 7.5139e-01 7 -1 0 0 0
#EV 6857
6 22 4.2773e-01 1 -1 0 0 0
#EV 6959
6 22 4.2721e-01 4 -1 0 0 0
#EV 7009
33 22 0.0000e+00 4 -1 0 0 0
#EV 7030
6 22 1.1486e+00 7 -1 0 0 0
#EV 7054
6 22 9.9256e-01 1 -1 0 0 0
#EV 7108
6 22 0.0000e+00 4 -1 0 0 0
#EV 7304
6 22 3.6991e-01 6 -1 0 0 0
#EV 7325
6 22 7.2041e-01 3 -1 0 0 0
#EV 7378
61 22 1.9587e-01 4 -1 0 0 0
#EV 7399
6 22 3.6511e-01 1 -1 0 0 0
#EV 7445
6 22 2.3140e-01 2 -1 0 0 0
#EV 7524
6 22 2.3898e-01 4 -1 0 0 0
#EV 7787
6 22 6.1641e-01 1 -1 0 0 0
#EV 7801
6 22 9.5004e-01 7 -1 0 0 0
#EV 7856
61 22 1.8479e-01 4 -1 0 0 0
#EV 7941
12 22 4.6000e-01 4 -1 0 0 0
#EV 8049
6 22 1.1154e+00 7 -1 0 0 0
#EV 8589
6 22 4.1953e-01 7 -1 0 0 0
#EV 8617
18 22 0.0000e+00 3 -1 0 0 0
#EV 8781
6 22 8.9984e-01 4 -1 0 0 0
#EV 8819
6 22 2.5432e-01 5 -1 0 0 0
6 22 0.0000e+00 6 -1 0 0 0
#EV 8847
6 22 9.2177e-01 1 -1 0 0 0
#EV 8987
6 22 2.8028e-01 4 -1 0 0 0
#EV 9031
65 22 3.8610e-01 4 -1 0 0 0
#EV 9044
6 22 5.2116e-01 2 -1 0 0 0
#EV 9121
6 22 1.2355e+00 1 -1 0 0 0
#EV 9189
33 22 0.0000e+00 4 -1 0 0 0
#EV 9283
6 22 6.6880e-01 1 -1 0 0 0
#EV 9336
6 22 9.3639e-01 1 -1 0 0 0
#EV 9346
6 22 6.6686e-01 1 -1 0 0 0
#EV 9434
6 22 1.2346e+00 2 -1 0 0 0
#EV 9483
6 22 2.1165e-01 7 -1 0 0 0
#EV 9485
6 22 4.5064e-01 4 -1 0 0 0
#EV 9537
6 22 2.3470e-01 4 -1 0 0 0
#EV 9723
6 22 2.5280e-01 1 -1 0 0 0
#EV 9798
12 22 1.7454e-01 4 -1 0 0 0
#EV 9861
34 22 1.8133e-01 4 -1 0 0 0
#EV 9892
24 22 3.6930e-01 4 -1 0 0 0
#EV 10197
15 22 4.2855e-01 4 -1 0 0 0
#EV 10218
55 22 0.0000e+00 4 -1 0 0 0
#EV 10353
15 22 0.0000e+00 3 -1 0 0 0
#EV 10360
6 22 0.0000e+00 3 -1 0 0 0
#EV 10903
6 22 3.5025e-01 7 -1 0 0 0
#EV 10927
6 22 8.3345e-01 1 -1 0 0 0
#EV 11157
6 22 2.9033e-01 4 -1 0 0 0
#EV 11160
6 22 8.8759e-01 1 -1 0 0 0
#EV 11240
6 22 1.0267e+00 1 -1 0 0 0
#EV 11309
6 22 4.2131e-01 1 -1 0 0 0
#EV 11328
6 22 7.2921e-01 6 -1 0 0 0
#EV 11625
6 22 0.0000e+00 4 -1 0 0 0
#EV 11629
6 22 9.0522e-01 4 -1 0 0 0
#EV 11713
6 22 6.6920e-01 7 -1 0 0 0
#EV 11803
6 22 1.1542e+00 7 -1 0 0 0
#EV 12195
16 22 3.6798e-01 4 -1 0 0 0
#EV 12249
7 22 3.1165e-01 7 -1 0 0 0
#EV 12385
6 22 7.3885e-01 4 -1 0 0 0
#EV 12391
6 22 2.4718e-01 7 -1 0 0 0
#EV 12395
6 22 0.0000e+00 5 -1 0 0 0
#EV 12555
6 22 3.1392e-01 5 -1 0 0 0
#EV 12900
6 22 1.0521e+00 4 -1 0 0 0
6 22 0.0000e+00 5 -1 0 0 0
#EV 13051
6 22 1.0462e+00 1 -1 0 0 0
#EV 13153
6 22 8.0152e-01 4 -1 0 0 0
#EV 13207
14 22 3.2547e-01 4 -1 0 0 0
#EV 13228
6 22 1.0477e+00 1 -1 0 0 0
#EV 13351
6 22 2.8599e-01 1 -1 0 0 0
#EV 13425
6 22 6.5193e-01 7 -1 0 0 0
#EV 13585
6 22 1.0121e+00 7 -1 0 0 0
#EV 13596
6 22 4.2216e-01 7 -1 0 0 0
6 22 3.5541e-01 6 -1 0 0 0
#EV 13683
8 11 2.1699e-01 2 -1 0 0 0
#EV 13910
6 22 7.8418e-01 1 -1 0 0 0
#EV 14013
